source,target,count
Yamile Castro,l_p_o,1
YaliRG  ?,vosto,1
MATE?,elmundoes,1
Cucufo,lajornadaonline,1
Leandro Luque,infobae,1
Javier Rodriguez,AlfonsoRojoPD,1
Kepa Sakolegi,c072075,1
solysbella Gines,ActualidadRT,1
Tumba-carretas.,PPopular,1
Belin_dice..,trecet,1
Alberto Zotano,elmundotoday,1
Rafa �,pablomy92,1
Umeyma Chairi,pictoline,1
Juana Blanco,publico_es,1
alberto hippis,CiroGomezL,1
Yo no soy yo,Sandoval_Vzla,1
Chelo Rodr�guez,UsacEsPueblo,1
M?yir? Kuff?tti  ?,alexval,1
EsteveGomezMasdevall,KRLS,1
joana nu�ez boliart,MiguelRosaR,1
@lmorox,agarzon,1
V�ctor PB ????,eneko_ortiz,1
Laura Martinez,elprogramadear,1
Pedro,vox_es,1
jacobo,Adriananunezr,1
MCM #joventutmodel,JulianAssange,1
Cuentatr�s,AdaColau,1
Maite Valencia Canda,mossos,1
SR16,JosPastr,1
Albert Paredes,mossos,1
Diana Ajenjo,queridojavier,1
First of Her Name,Snowden,1
La t�a la vara,Ajaumandreu,1
S�lvia ||*||,CarlesMundo,1
Nata Caballero,PabloDopiFer,1
Ignacio de Sig�enza,Vargas_Llosa_,1
Joan C66,LaVanguardia,1
LAPEPA,Llawengaft,1
EVLN liberate nos,lajornadaonline,1
Tyrant,DenunciaAzul,1
Sandra,KRLS,1
Gl�ria Serra,boye_g,1
Jacob Isaac ? ??,Fhdy_82,1
Typical City,RafaelH117,1
solysbella Gines,JulianAssange,1
oscar B.,hermanntertsch,1
Pepe,AlbertFarrerons,1
Elaine,catalangov,1
MANEL ALVAREZ,eldiarioes,1
JM,toppertorpe,1
Jordi,324cat,1
Judit Moncl�s,diariARA,1
Eloi Duarte,Ivanledesma,1
boris javier lopez h,ActualidadRT,1
Frederic Moreau,sallydaviesjr,1
soul56,VilaWeb,1
Margalida Segu�,vilallongapac,1
deepblue,CatalansForYes,1
Anna Campos,AzadiRojava,1
Hola,toniaira,1
El Ravatjol VCF,LaVanguardia,1
Santi Pozo Bueno,DeportesCuatro,1
Maite Mart�n,QarlesJ,1
FrancisCastroGalvez,pnique,1
Paloma,davidbroncano,1
Silvia,Antonnic1,1
luchador77,Jam1Juan,1
csanjose,toniroldanm,1
La Horminga At�mica,tableroglobal,1
Catito,pcayuqueo,1
MJAB,Santi_ABASCAL,1
Javier Fraile,jacopoguarnieri,1
jose carlos,Agus_Martinez58,1
????mo,Yondatro,3
M� Devolder,elmundotoday,1
Giratomba Tram 13,AnitaBotwin,1
FANNY BROTONS,AnitaBotwin,1
Antoniacue,Antoniacue2,2
Maite Verd�,APVallcarca,1
nureineGlocke,BagaGam,1
antonio rodriguez,_Parao,1
JlupeGL,julioastillero,1
Eduardo Cortes,teleSURtv,1
Dalila   Republica,Le_Figaro,1
gilberto rodriguez,JulianAssange,1
Jos� Rodriguez,Watcher_Ven,1
Maitane Intxaurraga,naiz_info,1
Ana,juliolleonart,1
Ni�a,Jarvenlamelas,1
Joan Rubal,apuente,1
Nereum sodot,frandepan,1
veronicae,elconfidencial,1
Joaquin.,ImMESS10nante,1
Raquel ?,FacunMoreno,1
Hugo Marchant Q.,europapress,1
INDIGNATOR,miquelreverte,1
m#2,cristina_pujal,1
El To�o,EmilioAlvarezI,1
FRANCESC ||*|| T-307,KRLS,1
Eduardo Ch.,CristiPedroche,1
V�lkerfreundschaft,JulianAssange,5
PacoBar,perezreverte,1
"Soy un Panda, vale?",springsteen_81,2
Anthony S�nchez #S�,afpfr,1
La t�a la vara,indpcom,1
ABRIL,elmundotoday,1
ASESGC Andaluc�a,ASESGCreserva,1
con Siria ...y Yemen,_Luis193,1
Maria_Forns,RaphaelMinder,1
Gerard bolivarboliva,luisoliveros13,1
Humberto Mart�nez,Thorec_the_duck,1
Juanca,churrian,2
?Fuego Valyrio?,AnitaBotwin,1
Gin�s Eike,sevillajordi,1
Laura,osona,1
Nora,AUGC_LARIOJA,1
Delevingne,norcoreano,1
Jes�s,ABarrancoCh,1
Santiago Rodriguez R,alucardi1,1
Miriam,protestona1,1
Evarist Sol�,XSalaimartin,1
arasiquetoca,puntinho10,1
Agaporni,elespanol_,1
Alejandro Dls,AntonioMaestre,1
tote llado,DavidMeseguer,1
Jordi Ca�as,CristianSeguraA,1
pacoferro,Albert_Rivera,1
dario f. l�pez,abc_es,1
Gaceciliabcn,Schuldensuehner,1
Ali querida,_ayme,1
David Bernal Manero,jordievole,1
Marcin M?kowski,HugoCabezas78,1
Carme Escarr�,RaphaelMinder,1
Maybel Sofia,lafalange,1
Laissez_Faire,forogc,1
REMV,dianadeglauy,1
Frank DeWitt,PituAbril2,1
Curro Matach�n,ErnestoEkaizer,2
Haceinstantes,3gerardpique,1
Miguel Valdez,telesurenglish,1
Toxteth O'Grady,Haitch7,1
David,IgnatiusFarray1,1
Manuel delgado,IgnatiusFarray1,1
?Texas Left?,NatashaBertrand,1
Ro Pe,AnaOrdaz_,1
El Camaleon Bipolar,RalitoDigital,2
#LiberenAMilagro,20m,1
Steve Grant,TasminaSheikh,1
cristian forza lugo,erguergaliza,1
?????GOSSIP?,Swift_vasco88,1
Jordi Mullor ||*||,SusodeToro1,1
Orestes Barbero,TraedRuffles,1
Jose2 ??,Josee_Cule,1
Nacho Alamillo,agarzon,2
Juan Okie,GustavoVela71,1
Jose Miguel,BricoFanaticos,1
Dark.,Srcheeto,1
Quico Autonell,marianorajoy,1
franciscompastor,ELuqueDo,1
Alistair P D Bain,AJEnglish,2
Evaristo III,CelticoMerengon,1
Enobarbus,ChukaUmunna,1
Roberto Sarasa,Pablo_Iglesias_,1
Crazy Surfer,davidbroncano,1
Antonio Pi�a,ElChirincirco,1
Ra�l Esteban Hdez,isanseba,1
Mireia Guasch,Pablo_Iglesias_,1
Lee Martin ????,CatalansForYes,1
ArnediX,TraedRuffles,1
Carles Seuba S�,JoanQueralt,1
Pera-limonera,SuNotissima,1
�lex Pellicer Bosch,CDRGoticRaval,1
jgc,Snowden,1
ian,EmiliAviles,1
Teresa Serra,GINER,1
Montse Miguel,davidbroncano,1
Maria,LaVanguardia,1
Daniel Jim�nez L�pez,pepecolubi,1
property1,HCodesido,1
Ivan Delgado,davidbroncano,1
Coralie Carmi ? ?,Bassounov,1
Adam //*\\ SI-Sibila,toniaira,1
Joan Guixeras ||*||,XSalaimartin,1
?? Diego ??,nytimes,1
mogarick,bbcmundo,1
Ryan,JulianAssange,1
Jordi Arias Sunyer,mossos,1
EL LIM�N DA ACIDEZ,InesArrimadas,1
sabina,EsppeonzAguirre,1
Enric Bda [|?|],JulianAssange,1
Carlos Gonzalez,Pberraondo,1
Josep Padr� Forn,mossos,1
victor mart�n molina,kikesalvatierra,1
Karen,AngusRobertson,1
alcrey,Alc_rey,1
saor alba,80_mcswan,1
Aladroke,davidbroncano,1
David Codina i Riqu�,lopezbofill,1
esme,HelkinssE,1
Eli�cerfilo,teleSURtv,1
Lidia Mesa Rodr�guez,btvnoticies,1
Leandro Crisol,TheArchDeus,1
Elena Wilson,ManhattanManOne,1
VicLozano,tdn_twit,1
Sergio Manuel,DennisCordovaSV,1
Patricia Mendoza,bbcmundo,1
Fanalet de Fernando,catalannews,1
Fernando Mu�oz,joseprull,1
Uri Puig #RepubliCAT,aminahekmet,1
Georgina,PabloTilo,1
succ master,vteso01_,1
ERIC BLAIR,rac1,1
Antonio Perez Garcia,agarzon,1
CLl,elnacionalcat,1
Joe Pike,AntonioMaestre,1
B�rbara Bennet,AnitaBotwin,1
Sticky Fingers,Ivanledesma,1
J. Apolo,edpcamacho,1
Jorge  Matute G,ConElMazoDando,1
Andonismo.,publico_es,1
Kornelia Brandl,TS_Palm,1
Paco Rodriguez,JulianAssange,1
MSQ3,AnonimosCBNT,1
delfin valiente,JosPastr,1
Eder marquez,elespectador,1
enraonar #568/16/116,directe,1
Jay Barca,KingJames,1
Dvd,JorgeCabanas24,1
Camarada Cecevich,Ernesto01015101,1
Ladybaiser,jmdelalamo,1
Carmen Jim�nez Moyan,martinezmaillo,1
Nnennaya Okposuogu,alejandroguimi,1
daniel morrison,jeremycorbyn,1
Jordi Rego,JRamis58,1
Elisenda Sort,oriolserra,1
MaxTeVale,lamarea_com,1
Luis Gerardo,lovrega,1
Aitor Montes,ForcadellCarme,1
Cr�a cuervos,rosadiezglez,1
Kirsty Lyons,TasminaSheikh,1
Jef,NEORAM27,1
Rafa ????,bbcmundo,1
ATAJAAA,_Parao,1
...:: Disfrazad0 ::.,MuyLiberal,1
Pablo Morales Bail�n,3gerardpique,1
Miquel Gonzalez,JulianAssange,1
patxi bengoa,Ulldebou1,1
Eva  #VOTAREM,aminahekmet,1
JDDMM,DebatAlRojoVivo,2
Gustavo Garc�a,gusgnews,1
sara vicent cortes,CiutadansCs,1
David Sanchez,albertmor96,1
SAIMON@|,denterd,1
F�nix Calladito,Emilio_Silva_,1
SF Maestre,AmandradesG,1
robin,Palpau2,1
Krisa ||*||,pep_cruanyes,1
james_bb,BBCJamesCook,1
Fanny gracia frasque,LaVanguardia,1
maria antonia gil,EspejoPublico,2
? Juan Inchausti,lovrega,1
Borja Pe�alver,Ledcerv,1
Fernando Garc�a,JuanRoman_R10,1
Juan Borja B.,tinocotania,2
Rocio M�rquez,hombrerevenido,1
Maite Valencia Canda,InesArrimadas,1
Enrique Garc�a,elEconomistaes,1
MIREYA RAMIREZ TORRE,teleSURtv,4
Just Jacques ?,BBCBreaking,1
Satan Soul,jordievole,1
Andres Lopez,elmundoes,1
TT,Societatcc,1
Carmen D�az,Edvardo_Munch,1
Xavi Cameo 10 ||?||,GeorgeKerevan,1
iv�n.,ActualidadRT,1
Dalila   Republica,EOBroin,1
M R,elmundotoday,1
Itxaso,ArnaldoOtegi,1
SACHS2014,InfoVzlaNet,1
Luis Manuel,DavidJimenezTW,1
?Andros KR ?,antifa_granada,1
sonia,AntonioMaestre,1
Pdeperet,davidbroncano,1
joselito761,ElsamaryEm,1
? Quico ?,pepito_garca,1
The End is Nigh,V_of_Europe,1
Maria Jes�s,Candemorls,1
GRACIAS A TI DIOS,ActualidadRT,1
Demokratie Freund,DoraBromberger,1
David Caminero,Guerraeterna,1
Victoria McCallum,Ciara_Lehane,1
rosario gonzalez,eldiarioes,1
Irene,nu_ri_a,1
Kokila,TheEconomist,1
Patricia Ferreira,c_cardenas_s,1
arturo alvarez,lamarea_com,1
Joandry ochoa,josegrasso,1
Luis Guallar,toniaira,1
Cristian Acu�a,PedroBriegerOk,1
Chapman,Solucionador24h,1
Richi,metroadelantado,1
Jos� A. R. P,Beatrizfdzgcia,1
Saray Bezares,Pablo_Iglesias_,1
Noem�Montetes-Mairal,iaiestaran,1
Jordi Fernandez,aaltafaj,1
LoveMeAgAiN,Mirusdfghjkl,1
David M ?,europapress,1
Julien Defrance,SkyNews,1
To�o,grancocolio,1
Jordi l l?l l #1Oct,Candeliano,1
Adri�n Montesinos,elpidiojsilva,1
Francisco Fernandez,sanchezcastejon,1
#Frihedenforvenezuel,FBoccanera,1
Karla Ward,nytimes,1
Peter Wakelin,acgrayling,1
Jose A. Garc�a,JesusCintora,1
tonga,govern,1
Ja Vier Peidro,CiudadanosCs,1
"Hayat Alvi, PhD",kylegriffin1,1
lbnchi,elmundotoday,1
Eba Nadim,haaretzcom,1
OriolB,CarlesMundo,1
Jeannette Duran,DPresidencia,1
Albert Mascarell,KRLS,1
Rach,masademocrata,1
JJD _ SEGUIM ||*||,XSalaimartin,1
@orgyofhate,frandepan,1
Paula.,AntonioMaestre,1
Blumo,Berlustinho,1
Toni Gonzalez Marin,20m,1
mag,JesusMGranada,1
Hipolito Alakay,teleSURtv,1
Sereh�m,anikka91,1
Javier Carrion,AlfonsoRojoPD,1
GengisFran,pablomy92,1
sari,SaraSannmartin,1
Juan Gordillo Lobato,andalucesAND,1
Mar�a Jos� Ibarra,bbcmundo,1
Antonio jose medina,CiudadanosCs,1
Bruja_Revolucionaria,MiguelUrban,1
dandrii,naciodigital,1
Edurne,Cazatalentos,1
.,Nanchinho,1
Charito Serrano,jcvelez,1
Eduard Farinyes,AntonioMaestre,2
fran,eldiarioes,1
Emma Renom,naciodigital,1
Ricardo Martinez,GrouxoMarch,1
Manuel Gines Bielsa,laSextaTV,1
Tony Henderson,paulmasonnews,1
no name,pablomy92,1
Miguel A. Gamarra Ca,TeresaRodr_,1
Ioanna Aristeid,YanniKouts,1
Cs Torrelodones,CiudadanosCs,1
Argelia Queralt,SusodeToro1,1
javichu36,AdaColau,2
Sergi C.A.,MarcMundet78,1
EL LIM�N DA ACIDEZ,Herzogoff,1
ricard bonell,JulianAssange,1
Jos� Guzm�n Ibarra,DiarioLibre,1
Juan Illana,elmundotoday,1
EDUAR CONTRERAS,ActualidadRT,1
Gerard Alegret,DaniMateoAgain,1
Eri,el_pais,2
J-Casbe,yuyudecai,1
Anna Melendez,govern,1
Encarny Jimenez,AntonioMaestre,1
Antonio Rios Castro,DebatAlRojoVivo,2
xlaDemocraciaDirecta,M_AndersonSF,1
Aitor Vel�zquez,davidbroncano,1
Mi,marianorajoy,1
Roc�o.mv,caag69,1
TrianeraCanastera,teresadepeche,1
Jara lucas,EsoEsLaIngle,1
ANI,AlfonsoRojoPD,1
zabdi bonfiglio balt,bbcmundo,1
Fernanda,_carlosgranados,1
Siva....Ever smiles.,DeniseDresserG,1
map-halda,CNN,1
Rojasnetor,ActualidadRT,1
Juan Chavolla Gonz�l,el_pais,1
xavi rivers !!*!!?,boixserra,1
khalid baraka,afpfr,1
Xavifm,KRLS,1
Genos,SNPdavid,1
Iv�n,jonanperrea,1
Juan Carlos Heras,MiguelUrban,1
David Rubio,davidbroncano,1
Joan M. Altay� Tormo,AJEnglish,1
Pura Casualidad,AnitaBotwin,1
Jk ||�||,tamiroff_,1
Assumpta Bolta,324cat,1
"Pe�a, M I E N T E !!",Revolucion3_0,1
Cuty Dave,AliciaCastroAR,1
isabel,toniaira,1
NoSalseoNoLife,agarzon,1
Patricia,LaVanguardia,1
Iborrista,elmundoes,1
Laura,jorgeramosnews,1
Andreu Rodr�guez,c_cardenas_s,1
raposilla,rustlinggg,1
Javier Enrique BR ?,AlertaSolidaria,1
Montse,KRLS,1
Alejandro Rodr�guez,copahappy,1
Genesis Ramirez,DeniseDresserG,1
Frank Leon RCNT,ConElMazoDando,1
Nicol�s Maduro,begocandanga,1
Juan Wagner PODEMOS,MiklosCseszneky,1
Dani Cuesta,_Parao,1
Estiwi,InesArrimadas,1
Marialejandra Araujo,marlencita315,1
?Verte?,Vladimir693,1
#LaFichaDelSubte?,alejand1522,1
DeplorableMeTex,JulianAssange,1
???,AntonioMaestre,1
julio perez,lasillarota,1
Mike D,Angry_Voice,1
Jos� Luis,Toquero_theboss,1
Eva Abell�n,AnitaBotwin,1
robertim,CallMePains,1
Barb Pernaris,tonytogarcia,1
AZUKIKI?,republicanoespa,1
Miguel Yeste,TraedRuffles,1
Jota,Antonnic1,1
M jose Claver,CCivicaCatalana,1
Rodrigo,MarotoMarisa,1
marisol,ManuelaCarmena,1
CARMEN F.H,eldiarioes,1
Ramon Franc�s,DavidMeseguer,1
Caballo de tuiter,rvbiari,1
Wojciech Cie?lak,BarcaSpiral,1
Ra�l.,TraedRuffles,1
N�ria Garcia M�rcia,DretsCat,1
MaiteMMarmol,rubitv_cat,1
Iolanda,govern,1
DIEGO MAGIN MENDOZA,Daniela77912741,1
Hideki,rtvbn1,1
Vyshinski ?,llevasfuego,1
Rebeca,Desde_Izquierda,1
Pauline n beans,TasminaSheikh,1
Arvind Parmessur,JulianAssange,1
sandra,ignasigallart,1
Jep Cabestany,joseantich,1
??? ??????,AnitaBotwin,1
ROBERTA,Sirereta,1
Summertime,grancocolio,1
Gloria Salazar Muros,eldiarioes,1
ElNi�oPokemon,jordievole,1
nil_vialimit,JulianAssange,1
mojiuk,EmbassyofRussia,1
Esther,CristianSeguraA,1
Abraham,perezreverte,1
Oscar,JulianAssange,2
A Juarez,ahorapodemos,1
juan garcia caldas,voz_populi,1
JOSE MAR�A CAMACHO O,socialistes_cat,3
Jose Marcelo,teleSURtv,1
Esteban Russo,pilarcarracelas,1
azdrubal paredes,Lechuguinos_com,1
Sergio Jaramillo C.,Pablo_Iglesias_,1
Virtudes L�pez Perea,jordievole,1
Empar SN,JulianAssange,1
Albert Poveda Gadea,20m,1
ks_trk,btvnoticies,1
Antonio Plaza,Pablo_Iglesias_,1
Evelio Rodriguez,espartano533,1
jordi sol�,Muriel_Rot,1
Olivia Brizuela,marlencita315,1
Xavier Rial,Ulldebou1,1
Daniel Alc�n,Korah_FF,1
JuniorBros,PabloMM,1
Cara Whedbee,WSJ,1
montigominoles,nytimes,1
Carles Carrera,LaVanguardia,1
Aron Kuthi,Telegraph,1
Joan Miquel Morales,JoanmiMmc,2
Mon,VidalQuadras,1
Marc Espinosa,LaVanguardia,1
Guillermo.,davidbroncano,1
UFO Cagua,ErickGCP,1
Martin Firpo,rotambor,1
Marc Vives,AntonioMaestre,1
Emiliano 64,pablopueblouno,1
Xavier Llu�s Fuentes,gerardsese,1
S@R@H,lasillarota,1
JENNY,SUKOICRIOLLO,1
Ayonline,davidbroncano,1
Josep Guilera,naciodigital,2
V�ctor,MadridIsANation,1
@Espengovar #31E.,isaprospe,1
Jorge Herrera,GuerrillaZK,1
JUANMA VALLEJO,vivere__memento,1
jadingoo,davidbroncano,1
Kory Rulli ?,AgenciaElVigia,1
jordi plana,davidbroncano,1
Manolito perrito?,medetuits,1
Diario de Podemos,isanseba,1
Luz Fuenmayor,europapress,1
Sergi GC,ramoncotarelo,1
Nando,AlfonsoRojoPD,1
Tiago Nares Crean,bufetalmeida,1
Fidel Barbarito,la_iguanatv,1
Hucho L�pez,VaqueroEH,1
Miquel Puigserver Ro,ahorapodemos,1
Javier Jaca,Logaritmo15,1
Sand�a ?,frandepan,1
O.J.SIMPSON,misskatsuragi,1
Cancerverus,periodistadigit,1
Pablo Rojas,1S11DUR,1
Val,federico_NL,1
"Ch�vez,para Siempre",luisjmarcano,1
successfulling,FCBarcelonaFl,1
MirEdeC,AntonioMaestre,1
Alessandro da Fiore,garridocoronado,1
EL CAZADOR,Mision_Verdad,1
Becerro Salvaxe,marianorajoy,1
Celia,celiasentenach,1
fito,EsppeonzAguirre,1
Sergi Amador,marianorajoy,1
elpregonero,Cazatalentos,1
Albert Gusi,shinnoshanno,1
Jordi Manurro,davidbroncano,1
guimbollo,mossos,1
Isaa,danielfp97,1
Super Coco,RogerDomingo,1
Marta Margalef,mossos,1
Elsa Sanchez,CastanedaRivas,1
Demetrio G�mez,Antonprietoo,1
CRICRE,FuerzasDelOrden,1
la Trulli,VozCrtica1,1
Manel Atserias Luque,marianorajoy,2
Kurco,AdeZunzunegui,1
hem votat,Candeliano,1
toni.,IgnatiusFarray1,1
Roc�o ??,norcoreano,1
mariamerc�,SusodeToro1,1
Flower Power,miguelhotero,1
Gonzalo,TraedRuffles,1
Miguel,Hibai_,1
F�lix Lorente,inafinogenova,1
Rodolfo Monasterio,VillegasPoljak,1
Pedro,oierfano,1
Bennasar?,marc_ferrer_,1
Fernando Llanes,marianorajoy,1
Ayatollah,Albert_Rivera,1
Cristina Garc�a,agarzon,1
Caliche,vox_es,1
Paz Lloria,ClioMcBeal,1
Judit Casacuberta,KRLS,1
CHAVISTA MADURO 1969,Mision_Verdad,1
Javier Moscoso del P,MontseHuffPost,1
Michel Nostradame,mikihoyos,1
Morgan..,Reuters,1
Azkoina Proiektua,cxlturx,1
Anna Z.,mossos,1
Mar�a Jes�s,LOngJOhnS1lv3r,1
Roberto Nah Camal,ChuoTorrealba,1
Elena,toniaira,1
Megias,sweetjodiee,1
Jes�s Vicioso,CCivicaCatalana,1
Devuelve lo Trincado,20m,1
Emilio Vicedo,PabloTilo,1
?aul Lopez de Gere�u,govern,1
patxi bengoa,jeremycorbyn,1
SUP Navarra,RudoSafer,1
DelCrisAz,AgenciaTelam,1
Meena Seville,Snowden,1
solysbella Gines,1ChavistaMaduro,1
Dude America,JulianAssange,1
Vicent Olmos,JulianAssange,1
Bluebell,skt_kazuki,1
Miss Sta?k,agarzon,1
Kika,PuesLaKika,2
Jose m.Varo,elecodiario,1
Miquel Almirall,Xuxipc,1
inma,DaniMateoAgain,1
TVVenezuela Noticias,marianorajoy,1
antonia,forogc,1
koen pat,CatalansForYes,1
T.R #NI CETA NI TTIP,carnecrudaradio,1
AJayne,davidfrum,1
joaquin mc,Emma1492is,1
Pilu,carlosbonastre,1
Ray,davidbroncano,1
Dav BARCELONA,Pablo_Iglesias_,1
D-VICIOGAMES,ermoy46,1
lavacasorda,JuanDiegoBotto,1
?????????,govern,1
Joan M. Altay� Tormo,324cat,1
Christian Landete,JaviBasay,1
VILLA,muyazul78,1
Jordi diaz,eldiarioes,1
Patricio Del Barrio,pnique,1
Mary,frandepan,1
M�nica Di Napoli,europapress,1
Daniel,swampert4live,1
Fabiola Sol�s.,jAlfonsoHerrera,1
? JU@NP@Bl0?,marlencita315,1
Oscar Alonso Toledo,diostuitero,1
Johan Mendoza P.,JuanManSantos,1
DrJ,platdescudella,1
Mike Jones,Andrew_Adonis,1
maria | HBD Matt !!,obriensocks,1
Literatura&Libertad,lidiaguinart,1
.nilo correa,todonoticias,1
Cristina Meseguer ?,Berlustinho,1
S�lvia ?He votat S�?,JulianAssange,1
Xavier Ollonarte,ARApolitica,1
�ngelesMart�nDePrado,miqueliceta,1
Alicia Baralt,CNNEE,1
Liberty Stel,InfoVzlaNet,1
Pep||*||OrraPi�,KRLS,1
Peri�dicAlportal93rd,marianorajoy,1
Marc Angelet,AntonioMaestre,1
�lvaro J. de Regil,Maestre_Temple,1
�scar Sotelo Ortiz,agarzon,1
Pedro Javier Mancha,gsprsm,1
Snob,juanrallo,1
ziarra,directe,1
Roger Buch,aaltafaj,1
Iain Macmillan,LORD_FRASER,1
Alex Pachamama,revoldangatario,1
Bartolo Pirolo,PatriotaNene,1
Martin #I30Bilbora,UnMalPaso,1
Miquel,XSalaimartin,1
Jos� Ram�rez,Albert_Rivera,1
Antonio Manolivi,Vertele,1
Maria Presas,AntonioMaestre,1
Mary Avil�s,Ajaumandreu,1
Luis V� Chau Fatiga!,ActualidadRT,1
Albert Soler Cors,jordievole,1
Hern�n Vergara,lovrega,1
Ana Arroyo d la Rosa,perezreverte,1
Cianuro,davidbroncano,1
Dark,el_pais,1
Kimi Hime,InstaSamer,1
C�sar P�rraga,perezreverte,1
Josep Llu�s,davidbroncano,1
Nublorriquito,VidalQuadras,1
Ignacio Ur�o ?,agarzon,1
ErnestoLario C?s,CiudadanosCs,4
Cap. Militar,NTN24,1
Pere Lleix� Lizarte,RaholaOficial,1
Truth is All,KimDotcom,1
MARIA PILAR,agarzon,1
Juan Miguel,PilotoRojo73,1
yogurinha borova,Cazatalentos,1
Mar�a L. Guti�rrez,hramosallup,1
Odio los calcetines,papadimoulis,1
DJGor,Haitch7,1
Marquitos,el_pais,1
Juanela,luiges,1
Maria Salerno,NoticiasVenezue,1
"Jes�s Garriga ""Txus""",KRLS,1
Armu�o,elperiodico,2
? Javi42195,SERRAONER50,1
Antonio dlTorre #RED,KikeMlaga,1
Ana Mercedes Luque,JulianAssange,1
A.M.Alberto,Pablo_Iglesias_,1
Adri� Card� Esteve,CelopanYT,1
jhumbertocruzmtz,SinEmbargoMX,1
�ngel Lara.,alfreserramanci,1
veudecatalans,CiudadanosCs,1
Antonio Alonso,BonIndepe,1
Andrea,bbcmundo,1
manilena,SocialistesVal,1
DE GRAN�,sanchezcastejon,1
Ramon T�pies Cors,AlexRomaguera,1
EnriQuasimodo,Cazatalentos,1
Martin Dreier,eldiarioes,1
Ale,masademocrata,1
To�i,JulianAssange,1
homaranya,QuicoSalles,1
Angel Martinez,ActualidadRT,2
aitor  zabaleta,larbelaitz,1
Raquel Aturia,SusodeToro1,1
�ngelesMart�nDePrado,elnocturno,1
MontseMN,elnacionalcat,1
Rubenmar10,toniaira,1
Trash and Memes,rmdbutler,1
Ajaxilion,iescolar,1
Juanfran Herreros,Demostenes_av,1
MARIA JESUS M SILVA,monicaoltra,1
DELTA PLAYER,blonstark,1
Joee Zars,JulianAssange,1
Lucas,_SonicNurse,1
AntoLDM17#ZZQUAD,RadioMARCA,1
Aida Candanga,Carlostorr5,1
Requiem f�r Tr�ume,anapsicopoet,1
Laura,GINER,1
Felurian,JL69,1
cristina vazquez,SanjuanaMtz,1
S�nchez-Armi�o,c_cardenas_s,1
F r a n,fjmbuiza,1
Joaquim Monz�n,afpfr,1
Fabiana HLVS,20m,1
#SG2?,GonaInLive,1
KABYLE.COM,tadigkozh,1
?Ca�tica Ana?,kolontai1959,1
Metalmonster.,araneirx,1
Jes�s Plaza ??,virginiabejarm,1
Laureiting,CNN,1
Ronald James,JaredBeck,1
El�as Bassols,Danienlared,1
Jordi Gran� Ortega,KRLS,1
OOR LESLEY,slinkiwitchx,1
TobeyWave $�?$�i,realFFK,1
tito,Santi_ABASCAL,1
Anna Sanjuan,DaniMateoAgain,1
jordi.porcel,DiegoPodemos,1
Corruptino,PabloTilo,1
Pili Salvad�,jaumepadros,1
Juanma Fernandez,davidbroncano,1
Tarragona World,Arran_Tarragona,1
D�vi,ActualidadRT,1
German Navarro,ForcadellCarme,1
Esme,EduardoPinateS,1
Zocky ?,BlazyIsHere,1
Sr. Lobo,VaqueroEH,1
BRANDY No al TTIP,Fgarea,1
Miquel 9 Barris,EsquerraFederal,1
??cr7&cr9 ??,marca,1
Aitor San Sebasti�n,javiernegre10,1
?Spooky Namru?,ThomasVLinge,1
Marilys de Torrealba,sinafumTport,1
F�lix ? Marqu�s ??,Arredro,1
Diegohh9,mendandriu,1
? r?c? ?,A3Noticias,1
Manuel Rubio,VaqueroEH,1
Bamez,davidbroncano,1
Mobilitzaci�Cont�nua,assembleapagesa,1
alfredo bm,Herzogoff,1
key,sport,1
Federico,edoilustrado,1
BK,JulianAssange,1
L�a,cmgorriaran,1
Daniel Acal,elmundotoday,1
Diego Millan,andreortg,1
mireya ursula castro,NICHEVEN,1
V�ctor Santos,pablomy92,1
Kautsar,andreasharsono,1
DESESPERANZA,carloscuestaEM,1
PurpleP ?,LoudL,1
E.S.R.,IgnatiusFarray1,1
�lvaro,AlvaroGz82,1
i.am.nohe ??,mossos,1
eduardo gonzalez,jorgeramosnews,1
Lia A.F.,albapingu8,1
haaaaaali.,TheoPutaRata,1
Fran,AixImma,1
edu,Ajaumandreu,1
MJL,ppmadrid,1
Daniel Ortiz ??,elperiodico,1
perHarbs,Rubitervio,1
Fransevel,perezreverte,1
Mar�a Jos� Fern�ndez,DaniMateoAgain,1
reynerio velasquez,ElTwitaso,1
Meg@,1ChavistaMaduro,1
rafa,deportescope,1
Miriam M.,Solucionador24h,1
nellymex,bbcmundo,1
??????? ??,revistamongolia,1
�ngela,DaniMateoAgain,1
Miguel Angel,ContraGodarria,1
Xavi G�mez Lorente,mossos,1
L�pez,rlopezr_,1
augusto,apuente,1
KaTiRa #DUI #Orgull,btvnoticies,1
TONI MOOG,c_cardenas_s,1
Amalia Coll,el_pais,1
Laura Saborido,EdgardoRovira,1
JQarles,ActualidadRT,1
?,IgnatiusFarray1,1
juanca68,JPCHIAA,1
soul56,A_RoyoMarine,1
Juan Mar�a,juanmaria_10SBT,1
Rafael E. Cartagena,Subrayado,1
Raul Gallart Perez,mcIlrathWay,1
Fabricio Rivera,FabricioF12,1
A J Horniman,sandboxpolitics,1
OlisVinsiPa�s,lenz_adam,1
Tito Reynoso,JulianAssange,1
MINITOELCHE,memesbarcelona,1
Careguet,naciodigital,1
Jordi Cabr�,SkyNews,1
UOL,Albert_Rivera,1
sara vicent cortes,Dgbailen,1
Lau?????,marca,1
